Kepler ID,KOI Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,,,
integer,string,string,string,ra,dec,double,double,real,double,double,float,float,float,real,float,float,float,float,integer,integer,float,float,float,float,float,string,string,integer,integer,float,string,real,float,float,datetime,,,
5791986,K00413.01,CANDIDATE,CANDIDATE,19 28 39.067,+41 01 23.66,176.559,15.228997,1108,2.589,,0.67,88.81,0.114,0,,0.032,35,2.8,638,5439,4.56,,0.81,0.86,4.6,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),77,,1.2,10/25/13 0:00
5791986,K00413.02,CANDIDATE,CANDIDATE,19 28 39.067,+41 01 23.66,146.7743,24.67424,652,3.059,,0.66,89.38,0.158,0,,0.025,49,2.2,542,5439,4.56,,0.81,0.86,4.6,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),40,,1.6,10/25/13 0:00
5792202,K00841.01,CANDIDATE,CONFIRMED,19 28 56.821,+41 05 09.17,174.002,15.335244,2968,3.9354,,0.839,87.66,0.121,0,,0.057,19.2,5.72,656,5399,4.51,,0.919,0.996,1.9,SME,,,3,,Mandel and Agol (2002, ApJ,580, 171),100,,1.55,10/25/13 0:00
5792202,K00841.02,CANDIDATE,CONFIRMED,19 28 56.821,+41 05 09.17,153.4291,31.330554,4889,5.2233,,0.836,88.24,0.194,0,,0.073,30.8,7.34,518,5399,4.51,,0.919,0.996,1.9,SME,,,3,,Mandel and Agol (2002, ApJ,580, 171),156.2,,2.65,10/25/13 0:00
5792202,K00841.03,CANDIDATE,CANDIDATE,19 28 56.821,+41 05 09.17,133.854,6.546303,747,2.9571,,0.804,85.94,0.068,0,,0.028,10.9,2.8,876,5399,4.51,,0.919,0.996,1.9,SME,,,3,,Mandel and Agol (2002, ApJ,580, 171),38,,1.13,10/25/13 0:00
5794240,K00254.01,CANDIDATE,CONFIRMED,19 31 29.495,+41 03 51.37,170.821008,2.45524051,37408,1.7234,,0.026,89.95,0.029,0,,0.17,12.75,9.85,774,4098,4.73,,0.531,0.557,13.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),2119.6,,2.66,10/25/13 0:00
5794379,K00842.01,CANDIDATE,CANDIDATE,19 31 39.148,+41 03 39.32,175.354,12.71807,1185,3.1446,,0.32,89.38,0.093,0,,0.031,30,2.17,548,4709,4.64,,0.648,0.671,13.9,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),60.7,,0.92,10/25/13 0:00
5794379,K00842.02,CANDIDATE,CANDIDATE,19 31 39.148,+41 03 39.32,198.5819,36.06595,1666,4.3024,,0.42,89.38,0.187,0,,0.037,61,2.61,387,4709,4.64,,0.648,0.671,13.9,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),60.4,,1.24,10/25/13 0:00
5794570,K02675.01,CANDIDATE,CANDIDATE,19 31 53.100,+41 02 08.77,132.4893,5.4483247,532,2.2335,,0.78,86.52,0.06,0,,0.024,12,2.16,943,5706,4.56,,0.84,0.951,0.4,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),63.7,,1.44,10/25/13 0:00
5794570,K02675.02,CANDIDATE,CANDIDATE,19 31 53.100,+41 02 08.77,131.8456,1.1161319,121,1.3448,,0.39,86.52,0.021,0,,0.01,6,0.93,1595,5706,4.56,,0.84,0.951,0.4,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),25.2,,1.3,10/25/13 0:00
5796185,K03369.01,FALSE POSITIVE,FALSE POSITIVE,19 33 49.460,+41 02 45.06,161.5688194,42.55864334,232625,2,0.583222,0.1,89.97,0.239,0,,0.407,228.194,36.578,452.3,,,,0.823,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
5796186,K00651.01,FALSE POSITIVE,FALSE POSITIVE,19 33 49.468,+41 02 53.60,204.12777,42.559388,2604,3.0428,,1.21,88.24,0.245,0,,0.27,38,30,564,6180,4.43,,1.05,1.08,1.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),189.6,,39,10/25/13 0:00
5796675,K00652.01,CANDIDATE,CANDIDATE,19 34 22.053,+41 05 42.58,182.75937,16.080672,3016,2.8525,,0.25,89.95,0.113,0,,0.05,44,3.58,518,4886,4.68,,0.653,0.744,0.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),326.6,,1.55,10/25/13 0:00
5801571,K00225.01,CANDIDATE,CANDIDATE,19 39 39.192,+41 04 28.96,141.53708,0.83859769,2543,1.7098,,1.382,44.69,0.018,0,,0.428,1.943,50,2144,6293,4.43,,1.07,1.136,0.63,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),335.9,,1.31,10/25/13 0:00
5802246,K01044.01,FALSE POSITIVE,FALSE POSITIVE,19 40 23.679,+41 00 25.34,133.7429,0.5251549,854,1.9366,,1.252,25.21,0.012,0,,0.282,1.38,27,2130,5606,4.49,,0.89,0.889,6.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),130.8,,1.26,10/25/13 0:00
5802292,K04767.01,FALSE POSITIVE,FALSE POSITIVE,19 40 26.301,+41 04 32.84,131.9866,1.208524,244,1.19,0.03,0.7,84,0.023,0,,0.015,6,1.37,1556.3,,,,0.827,,,,,490,1,0.865,mandel-agol_geometric_transit_model,9.4,3563.63,2913.35,9/5/13 0:00,,,
5802478,K01834.01,FALSE POSITIVE,FALSE POSITIVE,19 40 37.925,+41 02 52.34,134.1361,3.7918642,718,2.4767,,0.32,88.24,0.049,0,,0.024,11.4,2.7,1252,6214,4.46,,1.02,1.104,0.44,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),80.9,,9.69,10/25/13 0:00
5802486,K01039.01,FALSE POSITIVE,FALSE POSITIVE,19 40 38.518,+41 04 45.48,177.92314,1.07391863,2509,1.7832,,1,47.56,0.021,0,,0.095,1.48,9.8,1768,5945,4.48,,0.95,1,2.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),222.9,,2.07,10/25/13 0:00
5802637,K04398.01,CANDIDATE,CANDIDATE,19 40 50.706,+41 05 13.10,131.5454,7.342332,389,2.32,0.1,0.8,87,0.071,0,,0.02,16,1.2,651.7,,,,0.541,,,,,82,1,0.422,mandel-agol_geometric_transit_model,9.1,1060.72,829.7,7/31/13 0:00,,,
5807769,K02614.01,FALSE POSITIVE,FALSE POSITIVE,19 45 33.318,+41 02 26.05,132.2681,7.990251,181,3.2137,,0.94,81.93,0.079,0,,0.016,6.7,1.58,895,5956,4.52,,0.92,1.021,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),18.9,,1.05,10/25/13 0:00
5809890,K01050.01,CANDIDATE,CANDIDATE,19 47 26.638,+41 05 50.42,133.34169,1.269095,336,1.5236,,0.6,83.65,0.021,0,,0.017,5.3,1.4,1350,5088,4.55,,0.76,0.75,14,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),90.3,,1.26,10/25/13 0:00
5809890,K01050.02,CANDIDATE,CANDIDATE,19 47 26.638,+41 05 50.42,133.7957,2.853135,276,1.4567,,0.82,84.8,0.036,0,,0.017,9.1,1.4,1031,5088,4.55,,0.76,0.75,14,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),49.5,,1.23,10/25/13 0:00
5809954,K01902.01,CANDIDATE,CANDIDATE,19 47 30.439,+41 04 50.10,172.8097,137.86475,1803,2.669,,1.32,89.38,0.424,0,,0.37,198,21,193,3968,4.75,,0.513,0.534,13.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),35.3,,1.83,10/25/13 0:00
5812701,K00012.01,CANDIDATE,CANDIDATE,19 49 48.896,+41 00 39.56,146.59692,17.855149,9155,7.4066,,0.03,89.95,0.144,0,,0.088,20.04,13.4,912,6635,4.25,,1.4,1.26,2.12,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),1173.1,,2.48,10/25/13 0:00
5812960,K00507.01,CANDIDATE,CANDIDATE,19 50 00.886,+41 03 25.26,173.4981,18.492336,1641,3.5054,,0.029,89.95,0.127,0,,0.036,41.7,3.3,600,5285,4.49,,0.84,0.79,13.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),96,,1.27,10/25/13 0:00
5814013,K04865.01,FALSE POSITIVE,FALSE POSITIVE,19 50 50.259,+41 01 41.34,132.1227,1.570126,188,2.3,0.1,0.8,74,0.025,0,,0.014,3,1.1,1164.3,,,,0.682,,,,,491,1,0.283,mandel-agol_geometric_transit_model,8,4519.71,3680.34,7/31/13 0:00,,,
5816165,K01043.01,FALSE POSITIVE,FALSE POSITIVE,19 52 48.084,+41 00 42.08,355.35328,0.59191415,1266,0.8724,,0.98,51.57,0.013,0,,0.057,1.57,4.3,1584,4928,4.69,,0.69,0.85,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),78.7,,1.34,10/25/13 0:00
5816806,K03645.01,FALSE POSITIVE,FALSE POSITIVE,19 53 21.116,+41 04 31.05,132.2466034,2.227644682,229031,2.5,0.63945,0.1,89.37,0.033,0,,0.34,9.097,37.113,1395.5,,,,1,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
5816811,K01042.01,FALSE POSITIVE,FALSE POSITIVE,19 53 21.343,+41 04 24.52,134.452,2.2277177,2450,3.5686,,1,50.42,0.034,0,,0.088,1.57,9.2,1412,6042,4.5,,0.95,1.05,0.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),352.2,,9.78,10/25/13 0:00
5816811,K01042.02,FALSE POSITIVE,FALSE POSITIVE,19 53 21.343,+41 04 24.52,134.4556,4.4554094,1794,4.144,1.155,0.933,76.18,0.054,0,,0.048,3.91,4.962,1123,,,,0.955,,,,,218,1,0.241,mandel-agol_geometric_transit_model,86.9,3692.25,6135.77,9/5/13 0:00,,,
5817533,K04293.01,FALSE POSITIVE,FALSE POSITIVE,19 53 52.939,+41 03 58.50,132.2202,4.206219,189,5.16,0.1,0.6,82,0.049,0,,0.013,5,1.2,1016,,,,0.849,,,,,236,1,0.356,mandel-agol_geometric_transit_model,11.7,6689.33,5565.91,9/5/13 0:00,,,
5817553,K01040.01,FALSE POSITIVE,FALSE POSITIVE,19 53 53.818,+41 04 33.20,136.4545,4.2061023,1461,7.2339,,0.34,85.37,0.053,0,,0.035,4.4,4,1240,6303,4.45,,1.05,1.14,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),293.7,,3.69,10/25/13 0:00
5817613,K04256.01,FALSE POSITIVE,FALSE POSITIVE,19 53 56.221,+41 04 09.16,132.29,4.205857,291,7.4,0.2,0.5,82,0.051,0,,0.016,4,1.4,958.1,,,,0.826,,,,,186,1,0.146,mandel-agol_geometric_transit_model,12.7,6029.38,4882.99,9/5/13 0:00,,,
5817685,K04652.01,FALSE POSITIVE,FALSE POSITIVE,19 53 59.641,+41 05 00.13,132.287,4.205962,66.3,8.2,0.11,0.6,78,0.051,0,,0.008,3,1.02,1269,,,,1.188,,,,,236,1,0.381,mandel-agol_geometric_transit_model,9.2,9028.44,7316.99,9/5/13 0:00,,,
5817986,K02897.01,FALSE POSITIVE,FALSE POSITIVE,19 54 13.381,+41 02 02.62,132.01169,0.58431068,767,1.5314,,0.19,86.52,0.013,0,,0.025,3,2.4,2089,5760,4.53,,0.88,0.956,1.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),100.3,,1.44,10/25/13 0:00
5818068,K03332.01,FALSE POSITIVE,FALSE POSITIVE,19 54 16.626,+41 00 12.64,137.9052,14.126718,8829,5.952,14,0.994,84.62,0.114,0,,0.153,10.6,13.9,647.6,,,,0.833,,,,,54,1,0.682,mandel-agol_geometric_transit_model,106,1287.75,1968.78,7/31/13 0:00,,,
5819801,K04686.01,CANDIDATE,CANDIDATE,19 55 37.383,+41 02 33.40,138.2157,11.83159,47.9,3.4,0.02,0,90,0.098,0,,0.006,26,1,932,,,,1.436,,,,,86,1,0.012,mandel-agol_geometric_transit_model,8.2,1592.72,1467.99,7/31/13 0:00,,,
5820218,K01048.01,FALSE POSITIVE,FALSE POSITIVE,19 55 58.008,+41 04 29.96,133.1813,3.411751,571,2.2341,,0.28,88.81,0.037,0,,0.021,11.5,1.25,690,4124,4.73,,0.533,0.559,13.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),36.1,,1.55,10/25/13 0:00
5856571,K01839.01,CANDIDATE,CANDIDATE,18 56 22.698,+41 10 58.15,132.6836,9.590633,570,3.7106,,0.838,85.94,0.089,0,,0.025,11.7,4.77,1088,5541,3.95,,1.76,1.008,9.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),53.6,,1.91,10/25/13 0:00
5857540,K02448.01,CANDIDATE,CANDIDATE,18 58 25.488,+41 11 46.97,135.4509,13.62793,919,3.0903,,0.71,88.24,0.109,0,,0.03,25,3.3,655,4862,4.39,,1.02,0.93,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),26.4,,1.05,10/25/13 0:00
5860968,K04384.01,CANDIDATE,CANDIDATE,19 04 53.013,+41 09 04.50,134.336,122.3624,325,9.6,0.2,0,90,0.483,0,,0.016,98,2,405,,,,1.132,,,,,7,1,0.296,mandel-agol_geometric_transit_model,10.1,356.5,344.89,6/6/13 0:00,,,
5864975,K01787.01,CANDIDATE,CANDIDATE,19 11 49.578,+41 07 49.18,131.5821,98.7187,7119,6.7238,,0.68,89.38,0.418,0,,0.082,95,8,378,5866,4.54,,0.89,0.995,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),121.5,,1.74,10/25/13 0:00
5865654,K03071.01,CANDIDATE,CANDIDATE,19 12 58.506,+41 06 36.29,146.6637,23.95536,219,3.2848,,0.8,88.81,0.158,0,,0.015,36,3.4,785,4934,3.77,,2.05,0.917,14,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),15.1,,1.1,10/25/13 0:00
5866099,K01055.01,FALSE POSITIVE,FALSE POSITIVE,19 13 46.289,+41 10 19.85,133.6226,36.977224,1272,5.9387,,1.06,86.52,0.21,0,,0.115,18.8,17.3,631,5570,4.11,,1.39,0.9,13.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),158.9,,8.98,10/25/13 0:00
5866104,K03651.01,FALSE POSITIVE,FALSE POSITIVE,19 13 46.765,+41 10 21.37,133.6272,36.97703,272268,5.537,3.6,0.75,89.42,0.217,0,,0.63,73.8,69,547.1,,,,1,,,,,8,1,0.706,mandel-agol_geometric_transit_model,362.6,215.19,572.71,7/31/13 0:00,,,
5866724,K00085.01,CANDIDATE,CONFIRMED,19 14 45.286,+41 09 04.25,132.03952,5.859933,324,4.1078,,0.773,83.65,0.068,0,,0.018,7.27,2.36,1142,6172,4.36,,1.197,1.205,1.65,SPC,,,3,,Mandel and Agol (2002, ApJ,580, 171),238.9,,1.39,10/25/13 0:00
5866724,K00085.02,CANDIDATE,CONFIRMED,19 14 45.286,+41 09 04.25,133.4963,2.1549189,98,3.23,,0.714,79.07,0.035,0,,0.01,3.73,1.27,1592,6172,4.36,,1.197,1.205,1.65,SPC,,,3,,Mandel and Agol (2002, ApJ,580, 171),116.7,,1.88,10/25/13 0:00
5866724,K00085.03,CANDIDATE,CONFIRMED,19 14 45.286,+41 09 04.25,137.9953,8.131146,115,4.363,,0.789,84.8,0.084,0,,0.011,9.04,1.41,1028,6172,4.36,,1.197,1.205,1.65,SPC,,,3,,Mandel and Agol (2002, ApJ,580, 171),82.6,,1.63,10/25/13 0:00
5868793,K04290.01,CANDIDATE,CANDIDATE,19 17 30.403,+41 09 31.22,135.1452,4.838186,2369,1.31,0.16,0.8,87.6,0.056,0,,0.05,19,5.4,1077.6,,,,1,,,,,70,1,0.453,mandel-agol_geometric_transit_model,13.1,493.51,423.16,7/31/13 0:00,,,
5871985,K02703.01,CANDIDATE,CANDIDATE,19 21 30.315,+41 09 02.67,268.1383,213.2567,1943,7.841,,0.03,89.95,0.599,0,,0.039,219,2.6,199,4504,4.68,,0.601,0.63,13.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),41.7,,1.58,10/25/13 0:00
5872150,K00414.01,FALSE POSITIVE,FALSE POSITIVE,19 21 42.092,+41 08 20.94,175.343141,20.3550856,25382,5.289,,0.475,89.38,0.147,0,,0.149,30.77,17,711,6042,4.41,,1.05,1.02,3.8,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),2261.3,,4.28,10/25/13 0:00
5872150,K00414.02,FALSE POSITIVE,FALSE POSITIVE,19 21 42.092,+41 08 20.94,173.8185,5.922366,357,3.01,,0.48,88.24,0.065,0,,0.018,13.51,2.02,1069,6042,4.41,,1.05,1.02,3.8,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),49.7,,1.86,10/25/13 0:00
5876360,K04279.01,FALSE POSITIVE,FALSE POSITIVE,19 27 16.794,+41 06 44.91,132.1308,1.05086,3698,1.12,1,0.96,74,0.02,0,,0.09,3.6,9,1792.7,,,,1,,,,,246,1,0.997,mandel-agol_geometric_transit_model,15.1,1427.77,1292.77,7/31/13 0:00,,,
5876368,K01049.01,FALSE POSITIVE,FALSE POSITIVE,19 27 17.234,+41 06 45.68,133.18698,0.52542651,356,1.1461,,0.03,89.38,0.013,0,,0.017,3.62,1.62,2108,5821,4.54,,0.88,0.983,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),73,,1.19,10/25/13 0:00
5876805,K03331.01,CANDIDATE,CANDIDATE,19 27 51.592,+41 07 19.78,144.1598,18.173023,8009,6.356,1.369,0.811,87.09,0.137,0,,0.092,15.96,8.826,622.2,,,,0.879,,,,,40,1,0.797,mandel-agol_geometric_transit_model,159.6,1429.3,1177.38,7/31/13 0:00,,,
5880320,K01060.01,CANDIDATE,CANDIDATE,19 32 20.310,+41 08 07.59,140.2049,12.10995,254,5.6498,,0.41,88.24,0.112,0,,0.015,15.3,2.02,979,6678,4.36,,1.24,1.27,0.46,Pinsonneault,,,4,,Mandel and Agol (2002, ApJ,580, 171),37.5,,1.36,10/25/13 0:00
5880320,K01060.02,CANDIDATE,CANDIDATE,19 32 20.310,+41 08 07.59,137.703,4.757896,131,4.5006,,0.01,89.95,0.06,0,,0.011,8.2,1.43,1337,6678,4.36,,1.24,1.27,0.46,Pinsonneault,,,4,,Mandel and Agol (2002, ApJ,580, 171),25.2,,1.24,10/25/13 0:00
5880320,K01060.03,CANDIDATE,CANDIDATE,19 32 20.310,+41 08 07.59,147.452,20.49659,239,6.6827,,0.42,88.81,0.159,0,,0.015,21.7,1.96,821,6678,4.36,,1.24,1.27,0.46,Pinsonneault,,,4,,Mandel and Agol (2002, ApJ,580, 171),20.8,,1.15,10/25/13 0:00
5880320,K01060.04,CANDIDATE,CANDIDATE,19 32 20.310,+41 08 07.59,138.9835,8.1938,128,4.6738,,0.5,87.66,0.086,0,,0.011,11.8,1.46,1117,6678,4.36,,1.24,1.27,0.46,Pinsonneault,,,4,,Mandel and Agol (2002, ApJ,580, 171),19.5,,1.28,10/25/13 0:00
5881120,K04156.01,CANDIDATE,CANDIDATE,19 33 16.384,+41 07 00.01,135.2851,4.850389,59.2,4.81,0.74,0.974,62,0.057,0,,0.009,2.05,0.95,1073,,,,0.934,,,,,202,1,0.687,mandel-agol_geometric_transit_model,11.9,5128.57,4273.66,6/6/13 0:00,,,
5881688,K00843.01,CANDIDATE,CANDIDATE,19 33 59.187,+41 08 15.32,171.44155,4.1904091,2876,2.9628,,0.689,85.37,0.051,0,,0.052,8.6,5.9,1186,5956,4.4,,1.04,0.99,5.1,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),261.8,,1.35,10/25/13 0:00
5881813,K02744.01,CANDIDATE,CANDIDATE,19 34 06.614,+41 06 41.18,190.6696,109.64811,1122,6.261,,0.02,89.95,0.44,0,,0.03,138,2.7,344,5664,4.57,,0.83,0.942,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),31.7,,3.78,10/25/13 0:00
5881813,K02744.02,CANDIDATE,CANDIDATE,19 34 06.614,+41 06 41.18,131.9704,11.61563,237,1.58,0.02,0,90,0.098,0,,0.014,57,1.3,728,,,,0.835,,,,,83,1,0.504,mandel-agol_geometric_transit_model,8.2,769.76,594.4,6/27/13 0:00,,,
5893123,K00653.01,FALSE POSITIVE,FALSE POSITIVE,19 45 44.561,+41 08 04.57,169.63325,1.1259616,202,1.3154,,0.9,73.91,0.023,0,,0.016,3.3,2.3,2224,6615,4.28,,1.34,1.24,1.88,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),40.9,,0.97,10/25/13 0:00
5894073,K02187.01,FALSE POSITIVE,FALSE POSITIVE,19 46 35.412,+41 10 37.28,136.9856,10.585338,359,4.522,,0.03,89.95,0.097,0,,0.017,18.2,1.9,880,6186,4.47,,1.01,1.09,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),58.9,,3.31,10/25/13 0:00
5895158,K03935.01,CANDIDATE,CANDIDATE,19 47 36.672,+41 11 53.48,132.47112,1.0936653,229,1.436,0.38,0.973,56.5,0.021,0,,0.018,1.76,1.78,1677,,,,0.879,,,,,890,1,0.859,mandel-agol_geometric_transit_model,21.6,7746.26,6207.2,6/6/13 0:00,,,
5895588,K03981.01,FALSE POSITIVE,FALSE POSITIVE,19 47 58.572,+41 07 46.10,132.1759,0.8492734,428,1.474,0.38,0.962,51.8,0.018,0,,0.025,1.56,2.29,1680.2,,,,0.839,,,,,909,1,1,mandel-agol_geometric_transit_model,20.4,8388.11,6691.12,7/31/13 0:00,,,
5897826,K00126.01,FALSE POSITIVE,FALSE POSITIVE,19 49 54.207,+41 06 51.44,202.298,33.79723,11578,13.7513,,0.709,87.66,0.22,0,,0.106,15.96,19.9,723,5854,4.06,,1.73,1.237,4.8,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),332.8,,2518.79,10/25/13 0:00
5898983,K03422.01,FALSE POSITIVE,FALSE POSITIVE,19 50 51.570,+41 06 15.40,133.7471,40.14542,244,5.05,0.1,0,90,0.229,0,,0.014,59,1.6,546,,,,0.991,,,,,27,1,0.231,mandel-agol_geometric_transit_model,8.8,756.55,663.46,7/31/13 0:00,,,
5899544,K01034.01,FALSE POSITIVE,FALSE POSITIVE,19 51 19.094,+41 08 31.02,354.88868,1.73942761,11711,1.937,,0.91,75.63,0.028,0,,0.134,3.7,11.8,1234,5214,4.6,,0.81,0.95,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),329,,3.5,10/25/13 0:00
5900235,K03426.01,CANDIDATE,CANDIDATE,19 52 00.212,+41 11 49.17,174.782,58.7691,240,7,0.09,0,90,0.304,0,,0.014,67,1.7,516,,,,1.085,,,,,16,1,0.589,mandel-agol_geometric_transit_model,9.2,575.06,471.76,7/31/13 0:00,,,
5900390,K04063.01,FALSE POSITIVE,FALSE POSITIVE,19 52 10.364,+41 11 42.00,131.8676,0.6246679,25.6,1.43,0.032,0.88,58,0.018,0,,0.005,1.65,1.11,4353,,,,1.933,,,,,1563,1,0.902,mandel-agol_geometric_transit_model,14,12892.86,10677.54,7/31/13 0:00,,,
5903301,K03692.01,CANDIDATE,CANDIDATE,19 54 37.998,+41 08 19.98,132.137333,1.16017195,10652,1.524,0.156,0.39,86.2,0.023,0,,0.097,5.95,15.59,2120.2,,,,1.481,,,,,738,1,0.997,mandel-agol_geometric_transit_model,482.2,6643.49,8848.73,7/31/13 0:00,,,
5903312,K00008.01,FALSE POSITIVE,FALSE POSITIVE,19 54 38.643,+41 08 16.40,121.70172,1.1601562,399,1.649,,0.253,87.09,0.022,0,,0.018,5.34,1.99,1739,5846,4.44,,1,0.997,4.5,SME,,,1,,Mandel and Agol (2002, ApJ,580, 171),187.8,,1.93,10/25/13 0:00
5903749,K03029.01,CANDIDATE,CANDIDATE,19 55 02.007,+41 09 35.58,134.8344,18.97621,368,2.497,,0.89,88.24,0.13,0,,0.021,30,2.1,635,5420,4.43,,0.92,0.818,14,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),14.5,,1.19,10/25/13 0:00
5903749,K03029.02,CANDIDATE,CANDIDATE,19 55 02.007,+41 09 35.58,133.0004,6.347232,166,3.2261,,0.39,88.24,0.063,0,,0.012,14.1,1.18,912,5420,4.43,,0.92,0.818,14,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),13,,1.06,10/25/13 0:00
5905822,K02801.01,CANDIDATE,CANDIDATE,19 56 38.518,+41 08 37.43,138.0521,6.992042,33,4.7926,,0.95,75.06,0.077,0,,0.007,3.7,1.56,1395,6095,3.89,,2.07,1.23,4.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),24.7,,1.23,10/25/13 0:00
5906426,K02377.01,CANDIDATE,CANDIDATE,19 57 10.144,+41 09 11.09,143.5326,13.90309,303,3.3637,,0.86,87.09,0.104,0,,0.019,17.3,1.6,644,5231,4.51,,0.81,0.78,13.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),21.6,,1.57,10/25/13 0:00
5906694,K04069.01,CANDIDATE,CANDIDATE,19 57 24.456,+41 11 44.66,144.1793,13.06256,567,3.92,0.91,0.949,84.6,0.093,0,,0.029,10.1,1.93,508.9,,,,0.606,,,,,75,1,0.667,mandel-agol_geometric_transit_model,13.9,1935.46,1506.46,6/6/13 0:00,,,
5938970,K04016.01,CANDIDATE,CANDIDATE,18 53 22.676,+41 12 06.26,195.6227,125.41401,1200,2.35,0.25,0.83,89.81,0.415,0,,0.037,254,2.3,226.4,,,,0.573,,,,,6,1,0.208,mandel-agol_geometric_transit_model,14.9,80.83,79.12,6/6/13 0:00,,,
5940165,K02031.01,CANDIDATE,CANDIDATE,18 55 35.859,+41 13 17.80,140.3348,9.304236,638,1.905,,0.69,88.81,0.074,0,,0.025,28,1.58,554,4451,4.69,,0.59,0.62,13.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),33.3,,1.12,10/25/13 0:00
5941160,K00654.01,CANDIDATE,CANDIDATE,18 57 38.379,+41 14 14.86,171.6301,8.594777,340,3.1917,,0.71,87.09,0.083,0,,0.018,15,2.54,1045,6034,4.24,,1.28,1.042,6.3,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),43.2,,1.33,10/25/13 0:00
5941160,K00654.02,CANDIDATE,CANDIDATE,18 57 38.379,+41 14 14.86,135.8918,10.222084,276,1.3546,,0.978,86.52,0.093,0,,0.021,16.9,2.9,987,6034,4.24,,1.28,1.042,6.3,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),19,,1.21,10/25/13 0:00
5942093,K01995.01,CANDIDATE,CANDIDATE,18 59 29.890,+41 12 13.14,131.8498,14.387266,2005,1.8529,,1,87.66,0.117,0,,0.081,24,8.5,706,5587,4.49,,0.96,1.04,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),54.7,,1.3,10/25/13 0:00
